bill_id,customer_id,billing_month,amount_due,amount_paid,payment_date
B31D88F,C2684,2024-08-12,109.71,109.71,2024-09-07
BBF8DCC,C2684,2025-01-06,144.22,144.22,2025-01-22
BFA7638,C2685,2024-12-18,189.72,189.72,2024-12-21
B621F19,C2685,2024-09-05,96.43,96.43,2024-09-27
B6E1E3F,C2685,2025-04-13,40.9,40.9,2025-04-15
BC06E4A,C2685,2024-08-30,54.11,54.11,2024-09-14
B73AC80,C2685,2025-04-21,137.49,137.49,2025-04-25
B8CCAEB,C2686,2024-09-28,76.8,76.8,2024-10-20
BA4D3A0,C2686,2024-07-28,108.21,108.21,2024-08-26
BBC4EDA,C2686,2024-07-05,161.18,161.18,2024-07-14
B3741AC,C2686,2025-04-27,150.04,92.08,2025-04-28
B67D550,C2687,2024-08-18,126.91,126.91,2024-08-26
B8BD224,C2687,2025-05-03,40.15,40.15,2025-05-17
BE7E027,C2687,2024-07-16,31.79,31.79,2024-07-25
B215277,C2687,2025-05-02,45.83,40.64,2025-05-12
BEF2E67,C2687,2024-12-03,199.35,185.73,2024-12-28
BC4D0F0,C2687,2024-11-10,79.4,79.4,2024-12-08
B8A213F,C2688,2024-06-06,175.43,175.43,2024-06-17
BE002DE,C2688,2025-03-14,144.04,144.04,2025-03-31
B21480A,C2688,2025-01-01,108.51,108.51,2025-01-31
B4A5911,C2689,2025-04-16,91.17,91.17,2025-04-21
BDA90FF,C2689,2024-10-04,107.94,107.94,2024-10-15
BEC3784,C2689,2024-05-17,101.69,101.69,2024-06-09
B7DE74F,C2689,2024-09-25,132.83,132.83,2024-10-16
B569B02,C2690,2024-07-12,42.98,26.12,2024-07-15
B3301F2,C2690,2024-12-06,38.36,38.36,2024-12-08
BEB133A,C2690,2024-11-28,63.09,63.09,2024-12-01
BBF9A63,C2691,2024-06-28,105.58,105.58,2024-07-28
BA6E7EC,C2691,2024-09-24,157.69,140.47,2024-10-06
B24E815,C2691,2025-04-05,195.38,195.38,2025-04-21
B776AD3,C2692,2024-06-04,148.06,148.06,2024-06-09
B0C1F04,C2692,2025-03-29,58.0,58.0,2025-04-02
BA5FB06,C2692,2024-12-19,52.64,52.64,2025-01-17
BC3DDA2,C2692,2025-04-18,26.01,26.01,2025-04-25
B2AE3BA,C2692,2025-01-22,114.27,114.27,2025-02-13
B48B7D8,C2693,2024-06-24,30.66,30.66,2024-07-18
B427AEE,C2693,2024-06-16,149.52,149.52,2024-07-04
B24A09B,C2693,2025-02-05,169.57,121.42,2025-02-21
B43D364,C2693,2024-05-26,195.49,195.49,2024-06-09
B2CE875,C2693,2025-04-20,192.58,192.58,2025-05-09
B9EFB19,C2693,2025-03-20,50.5,50.5,2025-03-23
BD9BE3D,C2694,2025-03-11,166.84,166.84,2025-03-16
B0CFE1A,C2694,2024-10-25,45.3,45.3,2024-11-10
B6A121B,C2694,2025-04-12,21.17,21.17,2025-05-01
B91A15B,C2694,2025-03-23,57.65,31.59,2025-03-30
BB758AB,C2694,2025-02-21,33.41,33.41,2025-03-10
B9F178B,C2694,2024-06-06,74.29,74.29,2024-06-23
B3BBB4F,C2695,2025-02-15,117.26,117.26,2025-03-07
B053441,C2695,2025-04-13,70.1,70.1,2025-05-11
B87CA57,C2695,2025-01-28,153.28,153.28,2025-01-31
BCE3A8E,C2695,2025-01-15,37.23,37.23,2025-01-29
B9BAB66,C2696,2025-01-30,140.81,140.81,2025-02-11
B82AF0A,C2696,2024-11-04,50.43,50.43,2024-11-14
BB9A811,C2696,2024-05-29,75.55,75.55,2024-06-13
B35EDA2,C2697,2025-01-10,22.79,22.79,2025-02-08
B49E330,C2697,2025-04-26,84.09,84.09,2025-05-12
BFA00DE,C2697,2024-08-03,113.38,113.38,2024-09-01
B2846E3,C2698,2024-10-10,119.32,66.34,2024-10-26
B1D6077,C2698,2024-09-20,24.94,24.94,2024-09-25
B883965,C2698,2025-04-12,121.64,121.64,2025-04-28
B1D73F3,C2698,2024-07-28,198.64,182.49,2024-08-20
B230B20,C2698,2025-04-04,183.93,183.93,2025-04-19
B8F5397,C2699,2025-01-24,193.08,193.08,2025-02-16
B13CB4A,C2699,2024-09-01,83.74,83.74,2024-09-12
BA2FE3A,C2699,2024-05-10,96.71,96.71,2024-05-20
B5A0A1A,C2699,2025-02-04,179.17,179.17,2025-02-11
B302CC1,C2700,2024-07-04,153.83,153.83,2024-07-04
BCC1193,C2700,2024-11-01,88.64,88.64,2024-11-29
B6FA46B,C2700,2025-04-18,108.82,108.82,2025-05-09
BF1E618,C2700,2025-01-19,145.66,145.66,2025-02-16
B86AA6F,C2701,2025-05-01,36.31,36.31,2025-05-03
BD8DE64,C2701,2024-09-03,149.35,149.35,2024-09-06
BC8972B,C2701,2025-04-02,198.06,198.06,2025-04-12
B12BC46,C2701,2024-06-29,153.84,93.87,2024-07-05
B338666,C2702,2024-06-04,171.38,171.38,2024-06-05
BF22508,C2702,2024-11-14,61.47,61.47,2024-11-16
B0393D4,C2702,2024-12-31,195.06,180.74,2025-01-15
B60873C,C2703,2025-04-04,24.95,18.52,2025-04-08
BC57045,C2703,2024-09-27,178.24,178.24,2024-10-06
B3A6E96,C2703,2025-02-01,197.29,197.29,2025-02-05
BB6DC7B,C2703,2024-09-19,28.12,15.28,2024-09-24
B173A1E,C2704,2024-07-05,100.78,100.78,2024-07-09
B7367B0,C2704,2024-09-18,73.74,73.74,2024-10-17
BFE78C7,C2704,2024-07-19,106.07,94.99,2024-08-17
B696988,C2704,2025-03-25,77.83,77.83,2025-04-24
B9B2032,C2704,2024-07-13,79.13,63.09,2024-07-13
B99AB9C,C2705,2024-06-04,148.97,148.97,2024-06-29
B8E9B7A,C2705,2025-04-10,184.73,184.73,2025-04-30
B9ED416,C2705,2025-03-16,41.54,29.19,2025-03-21
BC84D01,C2705,2025-04-04,183.17,183.17,2025-04-05
B827F00,C2705,2025-03-26,131.85,131.85,2025-04-21
B626087,C2706,2024-11-22,172.48,172.48,2024-12-14
BD49B5F,C2706,2024-06-29,77.75,77.75,2024-07-16
BF01B42,C2706,2024-11-23,37.77,37.77,2024-12-18
B9BDF83,C2707,2024-07-14,117.13,117.13,2024-08-12
B00121C,C2707,2024-05-16,154.54,154.54,2024-05-29
BED6FEA,C2707,2024-05-11,78.8,78.8,2024-06-03
BD8EA31,C2707,2024-07-22,145.46,145.46,2024-07-24
BBF7BE5,C2707,2025-02-20,168.39,168.39,2025-03-01
B7DE1D4,C2707,2024-10-04,199.29,127.86,2024-10-05
BEFC985,C2708,2024-12-13,182.75,182.75,2025-01-11
BF8838E,C2708,2025-02-03,86.58,86.58,2025-02-13
B263028,C2708,2025-01-22,95.57,95.57,2025-01-30
BA104E4,C2708,2025-03-14,21.73,21.73,2025-03-15
BB43F39,C2708,2025-04-23,41.07,41.07,2025-05-08
B1541F5,C2709,2024-07-05,128.26,128.26,2024-07-12
B7B2A52,C2709,2024-11-23,26.38,26.38,2024-11-25
BAC7173,C2709,2024-12-02,60.33,60.33,2024-12-22
B526CD4,C2709,2024-11-15,34.12,34.12,2024-11-26
BF6DD0F,C2709,2025-03-06,152.79,152.79,2025-03-18
BEEC3F9,C2710,2024-12-25,23.44,14.41,2025-01-19
B61196F,C2710,2024-09-22,68.92,68.92,2024-10-01
B84AEAD,C2710,2024-06-12,113.45,59.23,2024-06-13
BAD0F9D,C2710,2025-02-06,180.1,113.79,2025-02-19
B1C1A40,C2710,2024-08-11,65.88,65.88,2024-08-30
B46404D,C2710,2025-01-14,103.15,103.15,2025-01-20
BDBC248,C2711,2024-09-06,151.72,151.72,2024-09-20
BDACEA5,C2711,2024-08-05,83.18,83.18,2024-08-05
B6763BF,C2711,2024-10-10,70.77,70.77,2024-10-28
B0B1A78,C2711,2024-09-27,128.9,128.9,2024-10-09
B52290C,C2711,2025-03-20,96.5,96.5,2025-04-02
B23D239,C2712,2024-06-01,34.97,34.97,2024-06-02
B6E0C41,C2712,2024-07-30,145.4,145.4,2024-08-22
BEEB942,C2712,2024-11-10,34.24,34.24,2024-11-13
B0D82E4,C2713,2024-10-14,140.17,121.46,2024-10-25
BA0C60E,C2713,2024-12-24,51.84,51.84,2024-12-25
B77B27F,C2713,2024-06-17,120.24,90.75,2024-07-06
BFD84A9,C2713,2024-10-29,24.05,24.05,2024-11-08
BEAD448,C2714,2025-02-08,99.05,99.05,2025-03-07
B207D93,C2714,2025-01-29,32.71,32.71,2025-01-31
B7F0A3A,C2714,2025-03-20,133.75,133.75,2025-04-04
B2B577F,C2715,2024-10-25,174.22,174.22,2024-11-15
BA074B5,C2715,2024-11-23,89.71,89.71,2024-12-17
B59D097,C2715,2025-01-16,169.97,88.03,2025-02-15
B9E5837,C2715,2025-04-15,180.69,180.69,2025-04-20
B8B66CE,C2715,2024-11-11,146.11,103.21,2024-11-26
B7BF329,C2715,2024-07-16,30.42,30.42,2024-08-15
BA3C56B,C2716,2024-07-23,37.94,37.94,2024-08-21
B650322,C2716,2024-12-03,72.65,72.65,2024-12-16
B5669A2,C2716,2024-09-24,70.91,70.91,2024-10-14
B2703F2,C2716,2024-10-19,110.91,110.91,2024-10-24
B000F0A,C2716,2025-04-16,65.23,65.23,2025-05-16
B7BB1AD,C2716,2024-06-06,139.57,139.57,2024-06-22
B702F12,C2717,2024-08-11,176.03,176.03,2024-09-05
B8E8253,C2717,2024-07-11,63.57,63.57,2024-07-15
B80C62A,C2717,2025-01-13,68.93,68.93,2025-02-03
BD66E68,C2718,2025-04-01,158.14,158.14,2025-04-20
BDBA833,C2718,2024-09-20,167.06,167.06,2024-10-08
B025F86,C2718,2024-05-20,102.36,102.36,2024-06-07
B49D927,C2718,2024-06-26,36.62,36.62,2024-07-25
BE1360E,C2718,2024-08-25,170.2,170.2,2024-09-23
B265AC7,C2719,2024-06-03,23.6,18.82,2024-06-15
B9F96C3,C2719,2024-05-22,81.16,81.16,2024-06-08
B68EB9D,C2719,2024-11-30,65.91,65.91,2024-12-28
B87DA6F,C2719,2024-12-30,194.69,194.69,2025-01-19
BB49A91,C2719,2024-11-30,154.78,154.78,2024-12-26
BC1378D,C2720,2024-06-14,120.83,120.83,2024-06-29
B933F05,C2720,2024-10-02,155.35,155.35,2024-10-23
B1F9E78,C2720,2025-02-11,134.95,134.95,2025-02-24
B6D1E32,C2720,2025-01-08,164.51,164.51,2025-01-23
B1E0B16,C2720,2024-07-10,186.54,186.54,2024-07-11
B2FF2DD,C2720,2025-01-27,77.89,77.89,2025-01-31
B2ADB69,C2721,2024-06-08,40.07,29.74,2024-06-11
BA7E70E,C2721,2024-12-28,96.22,96.22,2025-01-15
BF17F50,C2721,2024-11-08,100.35,100.35,2024-12-03
B3685B7,C2721,2024-06-06,102.39,102.39,2024-07-06
BD1FB8B,C2721,2024-11-30,92.05,71.32,2024-12-18
B00CA95,C2722,2025-01-01,128.25,128.25,2025-01-06
BBB5860,C2722,2024-08-13,88.5,88.5,2024-08-23
BE6C967,C2722,2025-01-09,123.84,123.84,2025-01-15
B2662FD,C2723,2024-11-24,100.7,100.7,2024-12-09
BA63E9C,C2723,2024-08-13,172.18,172.18,2024-08-29
B3188D5,C2723,2024-11-28,162.84,162.84,2024-12-25
BCEB383,C2724,2025-02-01,77.34,60.54,2025-02-28
BB074BB,C2724,2024-07-05,137.47,137.47,2024-07-11
BAD10F2,C2724,2024-12-13,163.37,163.37,2025-01-02
B97D195,C2724,2024-12-06,140.76,140.76,2024-12-21
B9AA40E,C2724,2024-07-03,28.35,28.35,2024-07-11
B3E85B0,C2724,2024-10-31,161.32,161.32,2024-11-15
B41C916,C2725,2024-08-21,68.9,68.9,2024-09-04
B5E875E,C2725,2024-08-06,172.26,172.26,2024-09-04
BB04336,C2725,2024-08-05,29.97,29.97,2024-09-04
BBD5288,C2726,2025-01-08,145.5,145.5,2025-02-07
BCD3FC0,C2726,2024-07-22,70.78,70.78,2024-07-23
BCEA150,C2726,2025-02-14,135.18,135.18,2025-03-08
B67CA98,C2727,2025-02-17,102.49,102.49,2025-02-28
BAA691B,C2727,2024-07-23,90.1,90.1,2024-08-07
B296F9D,C2727,2025-03-06,66.5,66.5,2025-04-04
BA22AEC,C2727,2025-01-26,154.34,154.34,2025-02-05
B245BE6,C2727,2025-04-24,151.86,151.86,2025-05-14
BA5965B,C2728,2024-05-09,90.27,90.27,2024-06-02
BF5CF81,C2728,2024-11-05,141.16,141.16,2024-12-01
BF35E0A,C2728,2024-05-13,80.89,80.89,2024-05-18
BEE52E2,C2728,2024-05-09,20.58,20.58,2024-05-19
BBF8396,C2728,2025-03-26,24.75,24.75,2025-04-05
B7E3BBF,C2728,2025-04-14,191.36,191.36,2025-05-05
B3A4B96,C2729,2024-09-19,48.9,48.9,2024-10-04
B11F8A0,C2729,2024-07-20,43.53,43.53,2024-08-11
B020D9B,C2729,2025-03-21,159.44,159.44,2025-04-08
B15DD43,C2729,2024-05-26,78.86,78.86,2024-06-12
B3363E5,C2729,2024-08-15,109.64,109.64,2024-09-01
BE61842,C2729,2025-02-01,124.59,124.59,2025-03-03
BBC07F9,C2730,2024-11-07,152.37,152.37,2024-11-20
BA5D501,C2730,2024-10-30,167.04,114.32,2024-11-12
BD47670,C2730,2024-11-06,165.97,165.97,2024-12-01
B4986EE,C2730,2024-07-10,134.52,134.52,2024-07-23
BC3548E,C2731,2024-06-25,67.56,67.56,2024-07-23
BCE7468,C2731,2024-10-25,158.65,158.65,2024-11-19
B795F03,C2731,2025-03-02,197.87,197.87,2025-03-13
B170A75,C2731,2025-01-01,28.31,28.31,2025-01-20
B980B75,C2731,2025-03-11,169.59,169.59,2025-03-24
B31A709,C2732,2024-08-12,60.31,60.31,2024-09-05
BF0C377,C2732,2025-02-03,104.07,104.07,2025-02-07
B37D324,C2732,2024-06-11,70.07,66.37,2024-06-29
B365763,C2732,2024-05-13,199.1,199.1,2024-05-25
B6D8363,C2732,2024-07-04,54.75,54.75,2024-07-22
B8DDF63,C2733,2024-11-23,23.91,23.91,2024-12-08
B26D68D,C2733,2024-09-25,164.51,164.51,2024-09-30
B900E87,C2733,2024-11-12,81.97,63.35,2024-11-23
BE8409B,C2733,2024-07-24,96.88,96.88,2024-07-25
B82CCCB,C2733,2025-03-31,106.46,106.46,2025-04-06
B53DD35,C2734,2025-04-11,106.08,78.05,2025-04-17
B0D7AC4,C2734,2025-01-30,58.84,58.84,2025-02-08
B46D0D8,C2734,2024-11-28,168.47,168.47,2024-12-02
BC0FF78,C2735,2024-10-07,190.45,190.45,2024-10-14
BA80D5C,C2735,2025-03-19,52.01,52.01,2025-04-06
BB2A48A,C2735,2025-02-22,174.88,174.88,2025-03-18
BC2E216,C2735,2025-03-28,70.17,70.17,2025-04-14
B2D7003,C2736,2024-08-26,36.25,36.25,2024-09-13
B143866,C2736,2024-08-05,134.97,134.97,2024-08-24
B2E5590,C2736,2024-06-15,41.21,41.21,2024-06-20
B3E6E83,C2737,2025-02-12,95.7,95.7,2025-02-19
B5E0011,C2737,2025-02-08,32.27,18.4,2025-02-22
BF70DF7,C2737,2024-08-15,198.83,198.83,2024-08-23
B4DAA5F,C2737,2024-12-13,98.24,98.24,2024-12-24
B1DE01D,C2737,2024-05-10,37.26,21.06,2024-06-04
B5FC891,C2738,2025-02-13,168.75,168.75,2025-03-13
BFC05AA,C2738,2024-12-10,154.88,103.05,2025-01-09
BE99265,C2738,2024-07-27,89.26,89.26,2024-08-09
B4AFD4F,C2738,2024-10-18,136.33,136.33,2024-10-24
B64D41D,C2739,2024-08-11,168.88,168.88,2024-08-17
B456969,C2739,2025-04-11,149.78,149.78,2025-05-08
B4BA36E,C2739,2024-06-18,141.67,141.67,2024-06-27
B133652,C2739,2024-11-18,179.59,179.59,2024-11-27
B3BB1D0,C2739,2024-11-23,89.28,89.28,2024-12-08
B65E212,C2740,2025-04-17,75.17,75.17,2025-05-11
B5F5709,C2740,2024-07-06,78.41,78.41,2024-07-06
BC0DC07,C2740,2024-08-04,166.93,166.93,2024-08-31
B63448F,C2740,2024-06-20,100.74,100.74,2024-07-11
B52D607,C2741,2024-07-28,199.18,199.18,2024-08-23
B92496F,C2741,2024-07-19,33.43,33.43,2024-07-20
B01171A,C2741,2025-02-05,190.78,190.78,2025-02-11
BFF1F59,C2742,2024-12-11,96.41,96.41,2024-12-15
B629A20,C2742,2024-11-20,70.03,70.03,2024-12-10
BD51046,C2742,2025-02-13,74.94,74.94,2025-03-01
B5B0DC4,C2742,2025-04-27,64.29,64.29,2025-05-09
B5765F6,C2743,2024-10-06,157.21,157.21,2024-11-03
B391332,C2743,2025-01-07,63.31,63.31,2025-01-28
B262493,C2743,2025-01-20,114.77,114.77,2025-02-16
B5667B8,C2743,2024-08-03,127.01,127.01,2024-08-30
B021F84,C2743,2025-01-04,114.78,114.78,2025-01-09
BEE037A,C2743,2024-07-01,111.16,111.16,2024-07-16
BD646A5,C2744,2024-10-27,185.48,117.33,2024-11-10
B79BC7C,C2744,2024-12-04,88.29,88.29,2024-12-29
BD888DF,C2744,2025-03-25,49.77,49.77,2025-04-13
B6C9F13,C2744,2024-06-06,192.3,192.3,2024-06-11
BFD93D7,C2744,2024-09-12,170.27,170.27,2024-10-05
BB4FC1F,C2744,2024-07-09,77.01,77.01,2024-07-30
B87572D,C2745,2024-09-07,45.33,45.33,2024-09-15
BA1A6F7,C2745,2024-10-23,33.95,33.95,2024-11-06
BD170A7,C2745,2024-10-28,165.02,165.02,2024-11-01
BD873FC,C2746,2024-12-18,64.88,64.88,2025-01-01
BEAF8EC,C2746,2025-02-26,30.12,30.12,2025-03-11
B4EC8D0,C2746,2024-07-12,85.59,85.59,2024-07-15
BEA0EA5,C2746,2025-02-16,72.4,72.4,2025-03-13
B503087,C2746,2024-09-26,84.37,64.3,2024-10-07
B16E245,C2747,2025-03-14,182.48,182.48,2025-03-14
B829C83,C2747,2024-11-09,178.81,178.81,2024-11-25
B7546DD,C2747,2024-12-06,74.39,74.39,2025-01-01
BE90596,C2747,2025-02-05,60.54,60.54,2025-03-03
B9989F5,C2748,2025-03-15,105.89,105.89,2025-04-07
B4D343C,C2748,2024-11-07,145.52,116.25,2024-11-21
BEFED81,C2748,2025-03-01,69.54,69.54,2025-03-29
B795DEE,C2748,2024-09-04,191.2,191.2,2024-10-04
BCD9911,C2749,2025-03-10,164.34,164.34,2025-03-10
BA65CA7,C2749,2024-12-22,53.28,49.02,2025-01-18
BC8CC35,C2749,2024-06-07,195.57,195.57,2024-06-13
B3B78E3,C2750,2024-09-17,170.09,170.09,2024-10-07
BE590D4,C2750,2024-12-22,138.61,124.55,2024-12-22
BA9DDB9,C2750,2025-01-14,37.59,37.59,2025-01-23
B4FFC84,C2750,2024-12-27,121.82,121.82,2024-12-29
B83857C,C2751,2025-03-31,185.48,185.48,2025-04-23
B9E974C,C2751,2024-08-12,141.91,141.91,2024-08-12
BAC36D4,C2751,2025-03-22,94.87,94.87,2025-04-03
B604F65,C2751,2025-04-10,80.24,80.24,2025-04-28
B7ABA66,C2752,2024-12-21,186.78,170.34,2024-12-31
B4B4B0F,C2752,2024-05-12,173.93,173.93,2024-05-20
B31229B,C2752,2025-05-03,64.92,64.92,2025-05-04
BAC0F0A,C2752,2024-09-30,170.22,170.22,2024-10-02
BD823DE,C2752,2025-02-21,31.55,31.55,2025-03-20
B21052F,C2752,2025-04-08,25.57,25.57,2025-05-08
B74080F,C2753,2024-07-08,81.01,52.02,2024-07-15
BB4554C,C2753,2024-05-16,186.09,186.09,2024-06-03
B70FB72,C2753,2024-10-03,189.87,189.87,2024-11-01
B161D1A,C2753,2024-05-27,180.97,180.97,2024-06-16
B1537B0,C2753,2024-06-17,93.16,93.16,2024-06-21
B18E551,C2754,2024-05-12,93.12,93.12,2024-06-06
B7433E5,C2754,2025-02-13,179.96,179.96,2025-03-10
B2B3590,C2754,2024-10-14,186.85,186.85,2024-10-29
BC61396,C2754,2025-01-08,129.25,129.25,2025-02-04
B77D028,C2754,2024-08-24,78.92,78.92,2024-09-19
B5BBD82,C2754,2025-04-24,180.37,180.37,2025-05-04
BE629BE,C2755,2025-04-21,82.99,82.99,2025-04-26
BC12ED9,C2755,2025-01-15,52.3,52.3,2025-01-23
B59720A,C2755,2024-12-13,156.28,156.28,2025-01-10
BFD752A,C2755,2025-05-06,67.42,67.42,2025-05-22
B3B39B5,C2755,2024-07-29,94.71,78.42,2024-08-13
B3CAFE5,C2755,2024-09-12,80.75,80.75,2024-09-15
BE7E736,C2756,2024-09-06,109.76,109.76,2024-10-01
BF53099,C2756,2024-10-05,40.85,40.85,2024-10-31
B6A7BA5,C2756,2024-12-22,161.97,161.97,2025-01-02
B5C1F9D,C2756,2025-01-07,193.61,103.39,2025-01-22
BB83393,C2757,2025-04-04,83.74,83.74,2025-04-21
BF5A85D,C2757,2024-07-22,50.67,50.67,2024-08-08
BB09BFD,C2757,2024-10-20,88.65,88.65,2024-11-17
B16A377,C2757,2024-08-03,28.39,28.39,2024-08-12
BF74CFB,C2757,2025-01-10,36.45,36.45,2025-01-18
BB2A19F,C2758,2024-10-12,132.34,132.34,2024-11-05
B5D1CAC,C2758,2025-01-16,46.09,46.09,2025-02-10
B0C631D,C2758,2024-06-07,133.25,133.25,2024-06-08
B13759F,C2758,2025-01-01,146.0,146.0,2025-01-03
B4CB163,C2759,2024-10-29,167.45,167.45,2024-11-19
B3539B5,C2759,2024-12-26,112.12,112.12,2025-01-19
B1540EB,C2759,2025-01-12,178.76,178.76,2025-01-20
B911F14,C2759,2025-01-21,178.0,178.0,2025-02-04
B41DCCC,C2759,2024-05-30,27.74,14.65,2024-06-22
B5837DA,C2760,2024-11-19,73.07,73.07,2024-12-18
B69E927,C2760,2024-07-31,21.0,21.0,2024-08-21
BA0F6DB,C2760,2025-03-30,117.02,117.02,2025-03-30
B5C4B4C,C2761,2025-01-20,97.25,60.21,2025-02-02
B0A4805,C2761,2024-10-26,84.79,84.79,2024-11-16
B70BED6,C2761,2024-08-08,187.74,187.74,2024-08-28
B4CC1B6,C2762,2024-06-03,90.46,90.46,2024-06-24
B33847C,C2762,2025-01-21,28.53,28.53,2025-02-17
BD6C3B6,C2762,2025-03-30,102.62,53.05,2025-04-24
B081B52,C2762,2024-10-18,108.98,88.22,2024-11-14
BCB9E9E,C2762,2024-05-11,102.29,102.29,2024-05-14
B5B0EB6,C2762,2024-11-25,147.86,147.86,2024-11-25
B35B158,C2763,2024-09-03,181.84,181.84,2024-09-20
BFF4480,C2763,2025-03-22,65.08,65.08,2025-04-02
BBFC0BC,C2763,2024-05-24,85.27,85.27,2024-06-09
BD0B730,C2764,2024-08-13,185.78,185.78,2024-08-14
B9BF2EC,C2764,2024-08-16,98.02,98.02,2024-09-07
B0187E0,C2764,2024-09-23,36.62,36.62,2024-10-18
B9C7574,C2764,2025-01-01,168.97,168.97,2025-01-08
B830E76,C2764,2024-12-28,73.89,73.89,2025-01-05
B300374,C2764,2024-12-01,56.95,56.95,2024-12-19
BA40838,C2765,2024-11-30,39.93,39.93,2024-12-30
BEF168F,C2765,2024-10-16,51.81,51.81,2024-10-31
B70B6BF,C2765,2024-09-21,116.25,116.25,2024-10-21
BB079A8,C2765,2025-02-10,169.18,169.18,2025-02-18
B3E41AF,C2766,2025-04-23,181.16,181.16,2025-04-26
B2D5701,C2766,2024-10-14,50.7,50.7,2024-10-25
BC6FD0C,C2766,2025-02-25,126.74,126.74,2025-03-22
B848E27,C2767,2024-08-23,143.85,143.85,2024-09-16
B1E2D81,C2767,2024-09-02,90.39,90.39,2024-09-19
B54B564,C2767,2024-08-30,198.01,198.01,2024-09-01
B7E2F1F,C2767,2025-02-27,51.75,51.75,2025-03-09
B89E73F,C2767,2024-12-15,155.96,155.96,2024-12-16
B855B6B,C2768,2024-12-16,94.69,94.69,2025-01-12
BB82E56,C2768,2024-09-18,120.68,79.76,2024-10-14
BE8AE4F,C2768,2025-03-06,138.47,138.47,2025-04-02
BB2ECEA,C2768,2025-02-27,92.62,92.62,2025-03-21
B536B19,C2769,2024-11-30,152.34,152.34,2024-12-07
BF85AAE,C2769,2024-07-22,102.38,102.38,2024-08-02
B922159,C2769,2024-08-25,186.87,186.87,2024-09-22
BF6AC89,C2770,2025-04-29,77.25,77.25,2025-05-27
BB8703D,C2770,2024-05-17,88.18,72.08,2024-05-21
B1EC000,C2770,2024-09-27,196.86,196.86,2024-10-22
B088566,C2771,2024-12-26,117.5,117.5,2025-01-22
B3E3BCB,C2771,2024-11-03,154.32,154.32,2024-11-04
B4BB2F5,C2771,2025-04-25,43.9,43.9,2025-05-22
B3A4FBB,C2771,2025-05-05,87.63,87.63,2025-06-03
B19D0A7,C2771,2024-11-06,45.97,26.05,2024-11-16
BB8F233,C2772,2024-12-19,84.73,84.73,2025-01-18
BBC7596,C2772,2025-04-28,184.47,184.47,2025-05-06
BBF8549,C2772,2024-05-17,23.3,23.3,2024-06-11
B06815B,C2772,2024-07-04,187.66,187.66,2024-07-30
BDA0281,C2772,2025-05-05,192.55,192.55,2025-05-22
BFD9D60,C2773,2025-04-05,184.05,184.05,2025-04-22
B0217F0,C2773,2024-06-01,184.66,184.66,2024-06-10
B99C981,C2773,2024-12-27,180.57,180.57,2024-12-28
BD36397,C2773,2024-07-04,135.15,135.15,2024-07-14
B227897,C2773,2024-08-07,117.18,117.18,2024-09-06
BFE57AD,C2773,2024-07-26,194.18,194.18,2024-08-17
B43EF0B,C2774,2024-09-04,191.84,191.84,2024-09-12
B624EAF,C2774,2025-02-14,97.51,97.51,2025-03-11
BC63E75,C2774,2024-10-16,76.37,76.37,2024-10-29
BE42976,C2774,2025-03-05,20.24,20.24,2025-03-27
B8FB224,C2775,2025-03-04,179.77,179.77,2025-03-22
BBE4F84,C2775,2024-12-11,175.2,175.2,2024-12-26
BE6AB99,C2775,2024-08-22,87.13,87.13,2024-08-31
B466D09,C2775,2024-06-27,70.88,70.88,2024-06-28
BD18DAB,C2775,2025-03-31,134.38,134.38,2025-04-23
B5F3AF2,C2775,2025-03-21,119.8,119.8,2025-03-29
BAA63CA,C2776,2024-10-30,22.66,22.66,2024-11-15
B945627,C2776,2024-07-13,123.85,123.85,2024-07-27
B7A4A7C,C2776,2025-03-21,96.58,96.58,2025-03-27
BD49ED9,C2776,2024-05-20,20.79,20.79,2024-05-21
B96857D,C2776,2024-10-08,77.72,77.72,2024-10-09
B4D2EBC,C2776,2025-01-19,181.48,141.63,2025-02-17
BB99E56,C2777,2024-12-29,184.8,184.8,2025-01-13
BE5C7F6,C2777,2025-05-07,57.76,57.76,2025-05-31
BFF3849,C2777,2025-03-20,20.04,20.04,2025-04-04
B222A7F,C2777,2025-02-25,75.34,75.34,2025-03-13
BE0F8FB,C2777,2024-09-10,49.63,49.63,2024-09-10
B25DED1,C2778,2025-04-06,49.48,49.48,2025-04-11
B3166C4,C2778,2024-10-27,22.37,22.37,2024-11-26
BBB354B,C2778,2024-05-09,116.52,102.42,2024-06-06
B04E5AD,C2778,2025-03-22,30.1,30.1,2025-03-27
BAC9B12,C2778,2024-06-17,65.52,56.38,2024-07-04
B9DFBB3,C2778,2024-06-09,111.83,111.83,2024-07-03
B766E9E,C2779,2024-06-06,22.42,22.42,2024-06-12
B27FEA4,C2779,2025-01-14,197.01,197.01,2025-02-05
B353890,C2779,2025-02-21,41.67,41.67,2025-03-01
B89B92A,C2779,2025-02-23,35.8,29.96,2025-03-21
B78C791,C2779,2024-06-21,72.11,67.46,2024-07-20
B9AE10E,C2780,2025-04-10,108.67,108.67,2025-04-11
BD82C61,C2780,2024-10-14,195.96,195.96,2024-10-25
BA0F35D,C2780,2025-03-14,32.19,32.19,2025-04-02
BF2A57E,C2781,2024-09-10,58.93,58.93,2024-09-25
B9D2553,C2781,2025-02-05,93.29,93.29,2025-03-02
