usage_id,customer_id,call_minutes,data_usage_gb,sms_count,usage_date
U1CC000,C2120,198.45,17.31,65,2024-06-21
UA34786,C2120,256.31,39.39,135,2025-04-17
U8221C6,C2120,478.28,20.04,148,2024-10-15
U8489A8,C2120,77.06,79.92,169,2024-10-23
U3E8552,C2121,89.79,4.9,298,2024-07-01
UACF343,C2121,417.31,28.56,286,2024-10-21
U999E11,C2121,319.01,57.01,145,2025-02-09
U1095E5,C2122,37.85,68.52,231,2024-10-04
UCA6865,C2122,407.26,30.16,91,2024-06-29
U2B2D82,C2122,443.15,52.34,290,2024-08-10
U646DDC,C2122,94.55,55.94,82,2025-01-31
UB586D7,C2122,218.68,38.0,42,2025-05-01
UB0EF84,C2123,425.66,7.41,278,2024-09-11
U52AB03,C2123,328.92,70.87,91,2025-02-05
U8B7517,C2123,467.16,40.83,16,2024-06-25
UBB0D5D,C2123,36.99,5.89,111,2024-09-19
U575FF6,C2123,220.35,52.27,110,2024-05-19
UC88196,C2124,112.1,74.53,300,2025-02-05
UC8D9D5,C2124,343.72,57.29,143,2024-10-24
U4FC931,C2124,490.33,54.37,148,2025-03-31
U395459,C2124,170.85,74.42,82,2025-02-03
UA28E9E,C2125,238.89,52.26,1,2024-08-30
U6FB7DE,C2125,482.82,67.1,273,2025-04-07
U23DD7B,C2125,215.29,1.1,228,2025-01-18
UBCF791,C2125,465.13,32.57,147,2025-03-17
U2C4D69,C2126,383.31,73.08,19,2024-10-04
UE4CD3E,C2126,251.93,8.68,189,2025-02-16
U62609B,C2126,340.63,49.13,120,2024-05-13
UD2E0E9,C2126,455.1,7.5,280,2024-07-22
U38C094,C2127,67.29,40.89,220,2025-01-24
U97106E,C2127,370.1,77.72,1,2025-02-15
U1147A0,C2127,180.11,10.63,38,2024-07-26
U7605C0,C2127,440.06,52.56,193,2024-07-24
UFBC683,C2127,457.28,28.6,230,2025-01-23
U10013C,C2128,483.42,77.6,143,2024-12-08
U7B5C9E,C2128,203.75,56.59,156,2024-11-12
U06E551,C2128,199.31,26.37,12,2025-03-26
UB3EDA1,C2128,187.78,25.41,32,2024-06-06
U20295C,C2128,288.72,18.96,65,2025-01-17
UFAD384,C2129,145.64,11.69,163,2025-02-04
U0FA6C7,C2129,336.08,75.74,186,2024-09-17
UC20643,C2129,373.58,79.91,40,2024-08-21
U9D9DDD,C2129,186.58,63.58,135,2024-10-01
UC78386,C2129,230.67,66.5,191,2025-03-09
U3B1B6A,C2130,346.46,34.14,189,2025-04-04
UD364F9,C2130,115.63,67.55,174,2025-01-17
U4FC4BD,C2130,157.15,12.64,77,2025-01-25
U99665E,C2131,330.57,56.62,215,2025-04-04
U523E36,C2131,11.4,45.78,148,2025-04-01
UCF91F2,C2131,389.65,2.44,165,2024-06-24
UB289DA,C2132,301.09,55.49,283,2025-05-04
U1FF1E2,C2132,230.32,65.72,106,2025-03-18
U3B3E13,C2132,381.72,13.46,51,2025-01-28
UD9C938,C2132,264.65,48.63,202,2024-10-12
U872FEC,C2132,433.59,7.27,228,2024-09-27
UCE85BF,C2132,419.75,77.84,19,2025-04-15
UEC263D,C2133,413.44,71.67,216,2024-05-21
U5415EE,C2133,218.07,78.8,176,2024-10-31
U7FF262,C2133,129.43,79.36,284,2024-11-03
UCD9F7C,C2133,47.55,66.64,296,2024-11-08
U7CA837,C2134,411.47,72.66,54,2024-11-25
U1404BF,C2134,332.33,13.08,135,2025-01-25
U6BDA55,C2134,265.04,44.77,84,2024-06-16
UB6B3A2,C2134,321.62,44.75,182,2025-04-23
UCABB15,C2134,178.98,53.72,52,2024-10-18
UDD4BAE,C2135,390.72,70.22,125,2025-01-27
U50DA00,C2135,447.96,32.63,224,2025-04-26
UD5D9FE,C2135,125.67,40.75,276,2024-07-04
UA65CBD,C2136,137.37,53.29,270,2024-08-09
UDC7519,C2136,55.05,58.6,65,2025-04-16
UF34A4A,C2136,425.69,55.84,220,2024-07-23
UC81B91,C2137,30.1,60.48,45,2024-11-15
U09AABC,C2137,189.16,73.86,212,2024-09-06
U36A4CB,C2137,125.37,50.72,33,2024-11-16
UC34BA6,C2138,369.4,73.44,136,2024-09-12
U60304E,C2138,276.88,27.61,98,2024-07-14
U976CD0,C2138,432.03,55.01,114,2024-09-21
U21303C,C2139,441.6,20.38,53,2025-04-20
UA624E6,C2139,400.33,39.54,197,2025-02-27
U997CBE,C2139,295.46,32.16,280,2025-01-24
U1046FE,C2140,221.3,66.35,54,2025-02-23
U4FE279,C2140,23.35,24.32,86,2024-10-20
U5F3731,C2140,460.48,74.38,52,2024-06-28
UB53BBD,C2140,233.34,16.63,4,2024-11-24
U00F234,C2140,144.06,54.05,50,2025-03-23
UDF56AF,C2141,103.06,68.49,165,2024-09-30
U0DDC47,C2141,13.47,45.34,37,2024-12-16
UC79585,C2141,321.96,58.86,53,2025-01-22
U2E8EFC,C2142,120.59,56.34,250,2024-10-12
U58BC3A,C2142,70.15,38.53,226,2024-08-06
U0B282A,C2142,86.7,9.53,195,2025-03-06
U3B3100,C2142,488.92,5.2,40,2024-08-14
U51E9F8,C2142,405.55,77.77,164,2025-03-05
U23850C,C2142,286.25,16.07,130,2025-03-26
UE3E5E8,C2143,142.02,49.15,242,2024-07-22
U3D4ADB,C2143,78.22,72.25,15,2024-12-08
UC7B727,C2143,255.92,47.94,99,2024-07-15
U794155,C2143,252.53,26.0,178,2024-05-29
UCF8C2D,C2143,490.23,34.61,200,2025-04-10
UBA28CF,C2144,426.83,53.76,8,2024-11-11
UAF9481,C2144,61.88,44.52,63,2024-07-08
U44ADE4,C2144,379.37,4.16,86,2024-11-05
U4F89B2,C2144,253.62,60.13,122,2024-09-14
U986E2C,C2145,438.1,57.38,180,2024-10-11
UC848D3,C2145,493.95,38.36,34,2024-09-21
U066933,C2145,373.38,62.74,184,2024-07-18
U3AD993,C2145,488.84,65.23,88,2025-01-07
UF569F5,C2145,102.88,71.67,176,2024-07-04
UDF3BCD,C2145,162.15,16.11,166,2025-04-15
U42B011,C2146,241.38,44.66,28,2025-04-23
U1461C6,C2146,68.32,14.18,5,2024-10-31
U6FE2EB,C2146,250.19,42.91,289,2024-07-02
U23A666,C2146,360.11,17.66,263,2024-06-28
U026652,C2146,456.58,15.43,248,2024-09-20
U676AC4,C2147,229.29,9.42,206,2024-10-12
U34A5BC,C2147,450.9,76.6,292,2025-02-02
UA39A79,C2147,324.7,23.02,132,2025-01-05
U80CDB8,C2147,182.8,68.61,115,2025-02-11
UE9850D,C2147,97.62,16.08,76,2025-03-10
U4BA5DD,C2148,320.89,79.93,289,2024-12-21
U079D16,C2148,492.18,61.14,81,2025-01-19
U6CF956,C2148,249.39,10.7,168,2025-02-12
U80CD26,C2148,257.64,8.68,194,2024-06-30
UFFF614,C2148,166.99,26.79,277,2024-07-21
U9D8628,C2149,404.05,75.53,234,2025-03-18
UBB636A,C2149,354.0,2.36,58,2025-03-01
UF4D428,C2149,223.69,64.57,102,2024-11-21
U06B7A4,C2149,308.51,21.71,136,2025-04-24
U610FDD,C2150,266.68,25.96,9,2025-01-03
U14FE80,C2150,151.93,47.16,30,2025-05-01
UACCC91,C2150,15.6,2.08,252,2024-08-31
UAC1284,C2151,429.65,56.74,204,2024-06-28
UA5E01D,C2151,489.84,21.81,260,2025-03-11
U4BB072,C2151,499.47,44.98,110,2025-04-09
U3DA8A8,C2152,25.15,46.45,240,2025-04-20
U1F2930,C2152,117.11,41.88,78,2024-11-27
U120C2C,C2152,283.52,48.29,91,2024-11-04
U4EEEA5,C2153,252.04,66.16,204,2024-11-13
U5621F9,C2153,342.04,13.05,277,2024-11-21
UE527FE,C2153,92.25,39.41,38,2025-01-20
U1E1E4F,C2153,402.16,36.47,118,2025-02-06
UAAC493,C2153,364.46,76.31,168,2024-09-16
U905B4A,C2154,398.84,18.53,227,2024-12-17
U32481B,C2154,274.12,30.91,21,2024-06-01
U15EA7C,C2154,118.1,9.76,269,2024-05-13
U8CB727,C2154,438.42,19.56,209,2024-06-04
U580110,C2155,88.33,47.0,96,2024-07-04
UCED186,C2155,484.47,33.23,37,2024-09-14
U88D474,C2155,297.3,35.58,243,2024-06-28
U29195C,C2155,278.45,78.65,5,2025-02-01
UC1F4B4,C2156,349.18,2.74,188,2024-10-05
UC6F164,C2156,195.67,20.49,164,2024-06-01
UEC9CB2,C2156,281.09,32.64,296,2024-11-06
UB6F649,C2157,424.46,41.93,279,2024-12-28
U403A9D,C2157,232.17,72.46,274,2024-07-16
U027CE3,C2157,371.05,73.27,98,2024-10-02
U943567,C2157,498.43,8.23,279,2024-07-17
UA186A6,C2157,444.52,52.58,9,2024-05-09
UDED319,C2157,375.38,10.81,44,2024-10-08
UFE7CF9,C2158,356.11,19.55,79,2025-05-05
U21B561,C2158,470.84,1.01,107,2025-05-09
U04FA5D,C2158,353.96,73.43,193,2025-02-17
U16DD7A,C2158,354.34,11.79,240,2025-04-28
UE72499,C2158,298.91,38.06,44,2024-11-15
U5E193D,C2159,430.95,47.68,65,2025-04-18
UFBA8CD,C2159,38.72,23.91,57,2024-11-06
U1FABA1,C2159,209.15,5.55,127,2024-06-21
UAFF934,C2160,494.44,44.78,189,2024-05-23
UB4778B,C2160,244.47,51.51,52,2024-06-27
UE8B821,C2160,192.56,60.06,208,2025-02-15
UF29200,C2160,241.49,45.75,178,2024-05-30
U9C3C90,C2160,88.16,34.91,122,2025-01-16
UFF86C1,C2160,427.6,1.24,208,2024-06-23
U01940E,C2161,311.09,4.19,104,2024-06-15
U0566D6,C2161,77.95,54.2,107,2025-02-13
U5A0A1B,C2161,285.86,58.73,289,2024-12-30
U472332,C2161,381.66,35.04,91,2024-07-25
UB41A4F,C2161,292.09,46.4,104,2024-09-04
UA5261A,C2161,233.71,22.9,81,2025-03-19
U2B785E,C2162,362.76,74.0,36,2025-01-12
U996E13,C2162,331.8,27.92,193,2024-12-20
U3EDA5E,C2162,247.92,60.27,173,2025-05-07
UFC5741,C2162,32.64,42.89,66,2024-06-02
UD8AC28,C2163,422.74,22.31,112,2024-10-12
UCC2947,C2163,20.82,47.63,134,2025-02-06
U5D0AE4,C2163,292.1,2.7,228,2025-01-30
U1A8C20,C2164,480.72,78.13,90,2024-05-16
U22FD46,C2164,146.37,69.56,109,2025-01-08
UCF4FAD,C2164,323.98,17.7,214,2024-10-16
UF4B636,C2164,238.97,2.97,32,2025-02-28
UD4EA5E,C2164,404.54,47.27,55,2025-02-05
U96E978,C2165,357.48,18.25,141,2025-02-23
U9C8468,C2165,373.4,11.61,88,2024-12-22
UD6C9A6,C2165,467.97,14.26,264,2025-05-04
UBA0327,C2165,289.48,29.8,5,2024-06-27
U5BBEBE,C2165,311.32,52.7,184,2025-05-02
U6F6A65,C2166,237.24,23.03,276,2024-12-19
UE40367,C2166,479.5,47.66,209,2024-11-21
U1A2ADB,C2166,74.93,2.04,208,2024-09-15
U31F43D,C2167,245.5,33.1,140,2024-06-08
U80B175,C2167,126.94,42.97,136,2024-11-17
UF9F612,C2167,41.26,30.1,127,2024-09-22
U5F4E0D,C2167,185.33,41.9,93,2024-07-02
UC9DB51,C2167,491.4,77.62,31,2024-10-17
U4942FC,C2167,438.08,79.11,292,2025-05-07
U8CD3D0,C2168,44.35,31.84,205,2025-04-01
UF9051A,C2168,190.5,8.89,35,2024-07-24
UFF1B28,C2168,236.91,39.62,81,2024-12-10
U8DC16D,C2169,338.7,17.13,220,2025-04-25
UCB85B0,C2169,202.57,33.79,224,2024-11-15
U19BD2F,C2169,314.65,52.74,149,2024-10-07
U5BA404,C2169,319.99,72.76,3,2025-03-19
U11FA4E,C2170,127.77,2.02,196,2024-05-21
U3A7C9A,C2170,257.56,55.84,52,2025-02-07
UC6DDBF,C2170,167.17,11.18,207,2024-10-29
U733439,C2170,181.17,50.14,201,2024-07-27
U01CFAF,C2171,130.74,36.64,185,2025-04-02
U2CFFAD,C2171,439.6,40.34,209,2024-10-30
U3D348E,C2171,308.07,62.71,103,2024-05-18
UF2BE65,C2172,451.18,71.03,67,2025-02-22
UFC332D,C2172,410.31,14.27,62,2024-10-16
U72C8EC,C2172,307.95,79.05,172,2024-11-30
UEDD0F2,C2172,349.03,72.09,120,2025-04-25
UE63F5F,C2172,327.77,20.78,126,2024-09-14
UB14B07,C2172,303.13,61.98,35,2024-06-29
U09741B,C2173,129.9,18.02,19,2024-11-25
U9396EA,C2173,223.77,48.75,227,2025-04-09
UBBBE1A,C2173,360.45,53.51,239,2024-10-21
UE82367,C2173,326.24,5.4,61,2024-09-17
U24234B,C2174,436.22,58.35,41,2024-10-29
U5CC6D9,C2174,278.97,64.31,33,2024-10-28
U3D510A,C2174,211.62,31.08,299,2024-11-21
U656EEC,C2174,491.21,77.01,136,2024-06-02
U354A24,C2174,328.43,4.86,174,2024-08-02
UF27C87,C2174,197.11,61.28,84,2024-12-04
U489E14,C2175,72.75,36.31,140,2024-10-23
U9DADD2,C2175,74.54,74.94,226,2025-02-19
UFF46AB,C2175,440.12,73.96,262,2025-05-07
UF739F4,C2175,451.88,14.68,236,2024-06-03
U15DEAF,C2175,68.07,36.94,32,2024-06-29
UA5C116,C2176,225.18,27.75,204,2024-12-29
U511A7E,C2176,407.64,44.79,214,2024-12-23
U81C320,C2176,414.23,59.83,57,2024-12-30
U9DED2F,C2176,139.19,18.12,141,2024-06-04
U2D2912,C2177,423.4,7.13,236,2025-02-14
U100012,C2177,164.25,73.78,5,2024-05-23
UAAC6E2,C2177,442.57,41.28,244,2024-12-11
UCDB6D7,C2177,347.94,77.36,30,2025-02-04
U45DD43,C2178,190.65,74.09,284,2024-11-22
U6C1D32,C2178,465.33,44.86,201,2025-03-10
U18B652,C2178,32.19,60.27,127,2024-05-16
UCD992A,C2178,125.54,23.67,58,2025-02-13
UD3D787,C2179,94.14,3.15,114,2024-10-11
U13FAC5,C2179,285.76,6.18,12,2025-04-30
UF59760,C2179,319.77,46.1,71,2025-02-23
U445662,C2180,460.35,70.05,96,2025-02-24
UB37F63,C2180,234.71,59.45,249,2025-05-03
UB4DB8B,C2180,464.07,74.54,125,2024-12-24
UF2C028,C2180,128.07,45.4,113,2024-11-27
UB71549,C2181,451.88,1.47,104,2025-03-29
U2D955F,C2181,93.41,55.77,83,2024-10-04
U9B1B63,C2181,68.77,21.78,20,2025-04-09
U5AFAD1,C2182,421.28,10.87,48,2025-04-27
U1F3B45,C2182,246.78,24.62,270,2024-08-20
UAAD509,C2182,208.51,2.22,137,2024-05-15
U3A15FD,C2182,402.05,47.57,262,2024-07-08
U55B412,C2182,256.83,13.04,232,2025-05-06
U6C056A,C2182,348.49,48.93,86,2024-06-29
U96232B,C2183,433.57,14.4,205,2025-01-30
U510C2F,C2183,297.08,48.74,11,2024-08-01
U4B7CBF,C2183,415.42,65.75,161,2024-09-07
UA2A88C,C2184,339.48,44.86,8,2024-06-14
UE70530,C2184,420.21,72.99,221,2024-08-03
U42BE44,C2184,363.65,79.74,67,2024-08-30
UA7009F,C2185,280.02,65.71,251,2024-05-24
UE79B89,C2185,89.0,58.9,169,2024-06-11
U876AF9,C2185,114.79,42.3,250,2024-05-22
U160A5A,C2185,151.89,18.44,136,2024-11-19
UE7F28B,C2185,35.65,59.88,196,2025-03-24
U7F9B4B,C2185,275.79,60.4,18,2025-04-27
U500AA0,C2186,214.04,16.26,4,2024-07-29
UE3A714,C2186,211.56,74.97,116,2024-05-17
U60D6F5,C2186,67.66,79.04,265,2024-06-11
U1B02CA,C2186,127.03,61.56,90,2024-12-22
UE07151,C2186,486.02,48.89,199,2024-12-23
UC4D5BF,C2187,485.95,67.34,155,2024-12-08
UC6E255,C2187,175.19,19.41,285,2024-12-24
U64BF87,C2187,373.61,22.16,111,2025-03-11
U5FD7C8,C2187,421.36,11.29,223,2024-10-20
UD78EFA,C2187,196.76,73.18,213,2024-06-09
U593870,C2188,419.58,14.98,16,2025-02-17
U7D76EE,C2188,471.11,61.48,282,2025-03-15
U51A12C,C2188,43.13,53.69,111,2025-01-24
U952B2B,C2188,345.67,15.79,134,2024-06-03
UE571F9,C2189,173.24,61.9,128,2024-07-07
U0727BE,C2189,184.26,12.25,74,2025-01-07
U2964B4,C2189,331.46,5.22,85,2024-09-26
U053A34,C2189,212.65,39.6,265,2024-10-09
U33199D,C2189,327.72,41.09,6,2025-01-19
UE75E83,C2190,386.32,58.07,127,2024-09-09
U3CA105,C2190,69.03,55.6,243,2024-11-24
U4BC720,C2190,353.74,18.67,173,2024-10-18
U1E55CC,C2190,152.28,3.83,87,2025-05-08
U877167,C2190,410.17,1.2,81,2024-09-23
U705BA1,C2190,440.09,69.64,233,2024-09-01
UFFCB5C,C2191,296.63,8.65,244,2024-11-19
UDBF98A,C2191,371.61,69.68,160,2024-06-17
U27E540,C2191,249.63,57.07,247,2025-02-26
UD90EB5,C2191,103.39,2.14,119,2024-06-05
U7F196F,C2191,264.52,15.08,30,2024-11-12
UD34871,C2191,36.61,53.78,111,2024-08-02
U673B2C,C2192,422.32,9.2,286,2025-01-03
U92EB37,C2192,34.0,45.6,88,2025-03-31
UDA2934,C2192,411.13,70.95,57,2025-05-01
U229E1D,C2193,106.68,76.76,271,2025-03-17
U59AC61,C2193,245.72,8.85,58,2025-01-17
U66677C,C2193,446.46,8.86,257,2024-09-13
U67AD46,C2194,218.47,23.19,28,2024-07-17
U955AFF,C2194,401.4,69.89,201,2024-10-17
U978A95,C2194,96.33,22.87,71,2024-10-10
UFB0E00,C2194,301.36,73.83,187,2024-11-21
U022F29,C2195,458.98,41.06,25,2024-05-09
U1C55A9,C2195,289.54,76.11,45,2024-09-19
U4E1FE9,C2195,165.49,24.56,89,2024-05-24
U87EDB2,C2195,460.87,59.68,26,2024-10-05
U1BF181,C2195,186.18,53.13,70,2025-02-14
U354FFD,C2196,240.06,55.88,271,2025-04-02
U708670,C2196,458.39,26.68,130,2024-09-19
U881662,C2196,397.29,32.71,92,2025-01-31
UFE101B,C2196,140.14,12.47,149,2025-02-17
UFD6C44,C2197,208.44,25.31,92,2024-10-31
UA03088,C2197,303.53,41.1,78,2024-05-30
U21B302,C2197,100.03,2.38,11,2024-11-07
U75809B,C2197,17.13,59.8,114,2024-06-09
U1ABE27,C2197,393.23,8.29,20,2024-07-04
U4D6799,C2197,481.96,34.99,31,2024-10-22
UD45D40,C2198,366.4,59.13,235,2024-06-23
U7CEFC0,C2198,328.19,20.73,125,2024-07-12
U06BA6E,C2198,15.4,22.21,110,2024-07-14
UB544E1,C2198,463.59,2.99,6,2025-03-18
U0F2ED5,C2198,191.78,67.33,104,2024-12-02
U354ADC,C2198,118.08,28.32,145,2025-03-09
UC8563B,C2199,184.46,76.61,62,2024-06-05
U89729D,C2199,377.57,75.02,128,2024-09-25
U51CC83,C2199,477.25,54.97,263,2025-02-08
U0F5EE5,C2200,187.53,52.82,226,2025-03-27
U0C640A,C2200,369.59,19.66,294,2025-01-22
UB12092,C2200,14.57,18.28,296,2024-05-20
U4FA882,C2201,361.93,52.86,171,2024-09-08
UD74572,C2201,413.8,12.39,247,2024-09-24
U275719,C2201,199.58,24.52,50,2025-04-30
U94F565,C2202,217.66,58.06,95,2025-03-09
UC170AB,C2202,200.06,64.78,101,2024-11-11
U0DAE3B,C2202,429.04,11.83,119,2025-04-15
U4C89F7,C2203,335.12,46.23,237,2024-11-10
U514668,C2203,499.76,53.81,101,2025-01-03
U67EC7A,C2203,354.18,46.13,289,2024-09-14
U448C91,C2203,122.22,47.63,156,2024-05-12
UB5DFE0,C2203,140.51,73.95,14,2025-04-02
U6EBC82,C2204,366.9,21.81,197,2025-02-09
U66AD80,C2204,125.83,11.64,283,2024-06-24
UC64EF6,C2204,99.25,2.15,200,2025-02-16
U755CBE,C2204,390.12,78.12,71,2024-10-28
U091DCD,C2204,220.35,67.15,48,2024-07-20
U3146DF,C2205,283.53,62.4,153,2024-08-13
U79969D,C2205,155.6,38.02,19,2024-12-23
UCEC3D2,C2205,323.39,77.56,260,2024-05-24
U48B812,C2206,345.32,13.0,211,2024-11-13
UC94E4A,C2206,254.18,23.67,118,2024-05-09
UF38BE4,C2206,107.02,57.28,282,2024-06-28
U350DCB,C2206,373.84,72.01,266,2024-10-31
UCCAE85,C2206,403.08,65.69,79,2025-02-08
U9D9FDD,C2206,166.95,63.85,262,2025-01-27
UAA4C40,C2207,160.35,52.65,82,2024-08-31
U05B94A,C2207,184.52,28.69,164,2024-10-31
U87AB4E,C2207,442.0,2.83,126,2024-08-14
UBC5351,C2208,394.43,18.06,171,2025-05-01
U1A5D28,C2208,403.34,5.65,99,2024-08-24
U94F966,C2208,46.17,28.81,66,2025-02-12
U196297,C2209,158.3,40.75,247,2024-06-24
U64639A,C2209,488.74,6.54,136,2025-01-18
UC1815B,C2209,125.03,64.95,32,2024-12-11
U9D38D0,C2210,465.6,50.6,65,2024-06-12
U6A687A,C2210,48.49,47.22,229,2024-10-15
U7FD2D0,C2210,389.21,71.36,53,2024-08-15
UA61D9B,C2210,156.28,36.42,218,2024-07-03
U91E2FD,C2211,157.79,26.23,263,2025-02-09
U2DE4D5,C2211,332.46,59.12,1,2024-08-30
U156956,C2211,411.56,45.82,134,2024-06-24
UECDF8E,C2211,485.83,71.87,52,2024-10-14
U358EA6,C2211,69.18,0.54,58,2025-05-02
UEBAED5,C2212,247.45,53.51,81,2024-07-19
U1E105C,C2212,183.72,51.33,279,2025-04-06
UEF643A,C2212,469.54,32.64,168,2024-06-22
U0570FF,C2213,464.16,29.21,56,2025-05-09
U112AFA,C2213,55.27,68.95,275,2025-01-05
U26ABBE,C2213,460.35,69.07,99,2025-04-11
U3BBE22,C2214,206.58,9.72,151,2024-07-03
U487421,C2214,244.43,5.32,163,2024-11-26
U42D87F,C2214,236.83,37.49,31,2024-09-27
U62DC75,C2215,317.11,8.81,56,2025-04-12
UA0F7AF,C2215,53.3,61.07,158,2024-12-13
UD3CB95,C2215,323.22,72.73,233,2025-02-11
U9241A5,C2215,47.76,5.35,214,2024-09-08
U5521C8,C2216,490.31,73.44,4,2025-01-29
U9A9135,C2216,222.71,12.58,241,2025-03-12
U231AEF,C2216,313.52,44.82,179,2024-06-24
U4AE0FD,C2216,296.2,57.12,172,2024-08-14
UFDD1B9,C2216,220.05,77.25,31,2024-10-09
U42999B,C2216,203.21,50.97,173,2025-01-03
U327CA9,C2217,328.33,57.53,290,2024-12-11
U2B3C6A,C2217,407.5,26.76,136,2024-05-10
U091B46,C2217,98.37,55.52,30,2024-08-10
UA6CDA0,C2217,307.82,8.59,53,2025-03-18
U5E43CF,C2217,174.98,71.33,200,2024-05-21
U4FD10A,C2218,146.62,18.1,33,2024-07-21
U7EE0CB,C2218,196.81,18.08,13,2024-07-05
UD92EBA,C2218,421.11,1.01,157,2024-06-17
U559720,C2218,340.41,62.19,87,2024-06-21
UA02C6E,C2218,434.79,3.93,81,2024-07-22
U62AEE2,C2219,163.15,69.25,193,2024-12-03
UB7319A,C2219,261.3,76.42,262,2025-02-09
UDBBBDA,C2219,346.06,44.06,117,2024-08-05
U2F3BAB,C2219,42.68,23.51,207,2024-05-29
UA17EEC,C2220,347.61,33.23,208,2024-07-30
UBE9F97,C2220,275.49,72.96,135,2025-02-28
U7378A3,C2220,144.42,52.81,76,2024-07-13
U540890,C2220,65.06,47.82,34,2024-07-03
UE38F27,C2221,384.71,30.88,73,2025-02-27
U5FD901,C2221,316.55,40.22,299,2024-08-26
UEA4592,C2221,160.89,72.46,211,2024-10-22
U6C2041,C2221,369.55,16.13,7,2025-02-11
UB3B7D1,C2221,13.46,57.79,108,2024-11-14
UFB7A3A,C2221,334.6,2.21,58,2025-01-30
U5B39BE,C2222,161.65,28.47,159,2024-11-06
UBE40BA,C2222,353.12,40.8,299,2025-04-06
U0B7C9F,C2222,352.15,8.58,72,2025-02-19
UFD669C,C2222,66.38,27.17,252,2024-12-01
U66CE22,C2222,438.18,72.08,43,2024-11-21
U83992E,C2223,345.27,54.14,77,2024-06-24
U79BFB4,C2223,354.37,16.2,3,2024-09-26
UBD5DEB,C2223,352.56,25.86,250,2024-06-25
UB251A5,C2223,125.29,71.74,86,2024-12-24
U6082A8,C2224,231.26,13.55,95,2025-04-26
U79939D,C2224,35.73,71.68,165,2025-03-21
U514413,C2224,415.48,70.82,0,2024-06-13
U4A00E6,C2225,147.03,72.05,261,2024-06-16
UC64BF4,C2225,323.84,43.45,213,2024-10-28
U3A6356,C2225,290.7,22.73,28,2024-12-11
U639DCD,C2225,115.31,31.68,209,2024-05-16
UDD4B98,C2226,431.23,32.02,295,2024-10-14
UC9D9A4,C2226,107.51,58.34,19,2025-05-06
UA6FD5C,C2226,131.33,54.08,163,2024-12-15
U761D0B,C2226,324.16,33.51,230,2024-08-21
U2FA272,C2226,198.38,6.88,136,2024-09-12
U0B6FAC,C2227,282.65,18.87,140,2024-09-20
U273EE2,C2227,424.39,21.98,10,2024-12-29
U963612,C2227,350.27,38.24,157,2024-10-15
U0E14EB,C2227,94.32,11.09,5,2025-05-08
U6C3B39,C2228,49.6,65.68,182,2024-11-21
U26A21A,C2228,149.71,8.28,291,2024-12-13
UC3F67C,C2228,437.64,60.67,60,2024-06-07
UF62DBB,C2228,325.49,7.57,76,2024-06-30
UEEEBF7,C2228,268.74,12.2,210,2025-01-07
U1C1575,C2229,482.17,31.89,88,2024-09-06
U70AB74,C2229,447.3,61.41,206,2025-04-22
UD03659,C2229,374.74,33.76,188,2024-11-19
U2E13EF,C2230,421.11,37.7,73,2024-08-06
UDB8C31,C2230,242.24,79.42,2,2025-02-03
U124980,C2230,184.06,28.92,5,2024-08-21
U983A53,C2231,333.38,16.9,7,2025-05-05
U9672A5,C2231,116.08,21.65,209,2024-10-25
U043A3B,C2231,301.49,17.62,230,2025-05-03
UCBE16E,C2231,148.24,47.78,257,2024-06-17
U3F0757,C2231,419.77,55.23,24,2025-03-12
UB2D119,C2232,389.41,51.85,257,2024-05-20
UCC1391,C2232,46.47,12.03,262,2025-01-19
U5FB457,C2232,255.56,57.0,0,2024-08-24
UFB061E,C2232,447.5,5.89,91,2024-08-05
U143067,C2232,82.01,70.57,289,2024-08-18
U8C6C4E,C2232,183.04,75.59,26,2025-05-05
U0F110E,C2233,93.24,60.68,154,2024-08-16
U4C529D,C2233,79.83,29.94,11,2024-06-16
U7B27F3,C2233,411.63,3.47,172,2025-02-03
U9FDFFF,C2233,441.73,71.21,52,2025-01-05
U3FE661,C2233,397.8,45.01,181,2025-03-29
UCFE622,C2233,362.09,17.89,147,2025-03-19
U6E228F,C2234,328.7,62.02,9,2025-01-12
U8A2290,C2234,46.33,79.33,28,2025-02-09
UFBF8C1,C2234,411.4,25.03,288,2024-10-05
UBD5D0F,C2235,252.73,57.38,66,2024-11-12
UD79DE5,C2235,68.84,14.52,134,2025-02-01
U31DAB1,C2235,372.19,65.59,274,2024-12-12
UD7D922,C2235,98.97,8.38,300,2024-08-11
UDAEF8D,C2235,282.73,23.9,234,2024-08-05
U9FE067,C2236,295.99,13.98,218,2024-06-27
U5E91F8,C2236,86.61,68.86,152,2024-10-25
U9CBD4B,C2236,383.2,74.84,9,2025-01-14
U5D6F1C,C2236,245.73,12.91,240,2025-04-21
U01656E,C2236,434.29,65.17,300,2024-06-10
UE8E0F3,C2236,350.62,29.41,28,2024-11-19
U826489,C2237,120.68,21.35,113,2025-01-17
UB63E90,C2237,387.09,7.38,239,2024-10-05
U1E04E6,C2237,157.16,4.97,126,2025-01-17
UC636F1,C2237,470.51,63.67,184,2025-03-16
UFEBF74,C2237,314.25,4.49,0,2025-03-16
UE47AEE,C2238,315.91,74.64,31,2025-04-19
U295DD1,C2238,239.06,19.93,291,2025-03-03
U8B22F3,C2238,474.47,17.79,58,2025-03-02
UF6A3BE,C2239,391.98,1.08,297,2024-12-25
U6C9121,C2239,108.08,17.23,45,2025-02-12
